"","acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","ph","sulphates","alcohol","quality","tipo"
"4277",8.9,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,"tinto"
"4278",9.05,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,"tinto"
"4279",12.48,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5,"tinto"
"4280",12.96,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,5,"tinto"
"4281",13.415,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,"tinto"
"4282",10.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,"tinto"
"4283",10.975,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,"tinto"
"4284",10.64,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5,"tinto"
"4285",9.67,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,"tinto"
"4286",7.665,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5,"tinto"
"4287",8.14,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,"tinto"
"4288",9.38,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,"tinto"
"4289",7.95,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,"tinto"
"4290",14.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,"tinto"
"4291",12.04,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,"tinto"
"4292",11.95,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,"tinto"
"4293",12.025,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,"tinto"
"4294",8.72,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,"tinto"
"4295",8.56,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,"tinto"
"4296",14.115,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,"tinto"
"4297",8.21,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5,"tinto"
"4298",8.03,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,"tinto"
"4299",8.34,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,"tinto"
"4300",8.96,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,"tinto"
"4301",8.26,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,"tinto"
"4302",9.98,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,"tinto"
"4303",6.45,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,"tinto"
"4304",9.87,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,"tinto"
"4305",9.065,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,"tinto"
"4306",13.3,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,"tinto"
"4307",12.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,"tinto"
"4308",7.335,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,"tinto"
"4309",12.09,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,"tinto"
"4310",9.465,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,"tinto"
"4311",7.96,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,"tinto"
"4312",12.68,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,"tinto"
"4313",12,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,"tinto"
"4314",8.39,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,"tinto"
"4315",9.01,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,"tinto"
"4316",10.24,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,"tinto"
"4317",12.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,"tinto"
"4318",10.74,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,"tinto"
"4319",12.96,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,"tinto"
"4320",9.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,"tinto"
"4321",9.55,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,"tinto"
"4322",7.835,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,"tinto"
"4323",10.3,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,"tinto"
"4324",9.32,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,"tinto"
"4325",9.325,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,"tinto"
"4326",11.08,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,"tinto"
"4327",7.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,"tinto"
"4328",12.28,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,"tinto"
"4329",7.57,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,"tinto"
"4330",10.06,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,"tinto"
"4331",7.44,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,"tinto"
"4332",8.66,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,"tinto"
"4333",10.74,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,"tinto"
"4334",7.07,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,"tinto"
"4335",10.28,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,"tinto"
"4336",9.62,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,"tinto"
"4337",13.64,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,"tinto"
"4338",8.35,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,"tinto"
"4339",12.27,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,"tinto"
"4340",12.69,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,"tinto"
"4341",10.81,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,"tinto"
"4342",8.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,"tinto"
"4343",11.55,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,"tinto"
"4344",7.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,"tinto"
"4345",12.91,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,"tinto"
"4346",12.3,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,"tinto"
"4347",16.285,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,"tinto"
"4348",10.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,"tinto"
"4349",5.87,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,"tinto"
"4350",10.235,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,"tinto"
"4351",12.88,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,"tinto"
"4352",9.78,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,"tinto"
"4353",9.13,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,"tinto"
"4354",12.29,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,"tinto"
"4355",8.77,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,"tinto"
"4356",7.36,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,"tinto"
"4357",10.73,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,"tinto"
"4358",7.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,"tinto"
"4359",11.92,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,"tinto"
"4360",9.49,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,"tinto"
"4361",9.83,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,"tinto"
"4362",12.18,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,"tinto"
"4363",9.63,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,"tinto"
"4364",8.915,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,"tinto"
"4365",11.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,"tinto"
"4366",8.76,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,"tinto"
"4367",11.815,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,"tinto"
"4368",10.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,"tinto"
"4369",10.8,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,"tinto"
"4370",9.26,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,"tinto"
"4371",11.76,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,"tinto"
"4372",9.52,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,"tinto"
"4373",13.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,"tinto"
"4374",10.14,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,"tinto"
"4375",12.87,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,"tinto"
"4376",10.25,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,"tinto"
"4377",10.78,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,"tinto"
"4378",10.28,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,"tinto"
"4379",9.57,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,"tinto"
"4380",10.64,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,"tinto"
"4381",10.085,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,"tinto"
"4382",10.88,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,"tinto"
"4383",9.7,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,"tinto"
"4384",10.96,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,"tinto"
"4385",10.96,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,"tinto"
"4386",11.04,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,"tinto"
"4387",10.87,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,"tinto"
"4388",10.845,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,"tinto"
"4389",11.92,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,"tinto"
"4390",9.69,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,"tinto"
"4391",10.075,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,"tinto"
"4392",9.61,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,"tinto"
"4393",9.3,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,"tinto"
"4394",9.39,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,"tinto"
"4395",6.89,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,"tinto"
"4396",11.05,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,"tinto"
"4397",8.32,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,"tinto"
"4398",7.54,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,"tinto"
"4399",10.84,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,"tinto"
"4400",10.76,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,"tinto"
"4401",10.74,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,"tinto"
"4402",10.69,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,"tinto"
"4403",10.64,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,"tinto"
"4404",11.87,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,"tinto"
"4405",10.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,"tinto"
"4406",13.59,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,"tinto"
"4407",12.82,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,"tinto"
"4408",11.1,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,"tinto"
"4409",11.01,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,"tinto"
"4410",9.155,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,"tinto"
"4411",13.1,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,"tinto"
"4412",11.01,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,"tinto"
"4413",11.11,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,"tinto"
"4414",7.665,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,"tinto"
"4415",10.05,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,"tinto"
"4416",8.01,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,"tinto"
"4417",8.59,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,"tinto"
"4418",9.7,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,"tinto"
"4419",9.63,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,"tinto"
"4420",11.04,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,"tinto"
"4421",7.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,"tinto"
"4422",8.62,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,"tinto"
"4423",10.53,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,"tinto"
"4424",9.32,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,"tinto"
"4425",12.28,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,"tinto"
"4426",10.57,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,"tinto"
"4427",10.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,"tinto"
"4428",8.925,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,"tinto"
"4429",13.25,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,"tinto"
"4430",11.7,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,"tinto"
"4431",9.79,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,"tinto"
"4432",9.96,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,"tinto"
"4433",10.015,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,"tinto"
"4434",11.86,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,"tinto"
"4435",14.61,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,"tinto"
"4436",9.57,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,"tinto"
"4437",8.05,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,"tinto"
"4438",10.91,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,"tinto"
"4439",12.75,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,"tinto"
"4440",9.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,"tinto"
"4441",7.31,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,"tinto"
"4442",9.83,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,"tinto"
"4443",9.96,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,"tinto"
"4444",6.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,"tinto"
"4445",16.145,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"tinto"
"4446",11.43,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,"tinto"
"4447",16.245,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"tinto"
"4448",13.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,"tinto"
"4449",13.3,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,"tinto"
"4450",9.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,"tinto"
"4451",9.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,"tinto"
"4452",7.89,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,"tinto"
"4453",9.4,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,"tinto"
"4454",10.3,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,"tinto"
"4455",6.56,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,"tinto"
"4456",11.85,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,"tinto"
"4457",10.44,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,"tinto"
"4458",11.09,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,"tinto"
"4459",10.94,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,"tinto"
"4460",12.57,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,"tinto"
"4461",10.4,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,"tinto"
"4462",9.24,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,"tinto"
"4463",9.27,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5,"tinto"
"4464",10.91,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,"tinto"
"4465",12.8,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,"tinto"
"4466",12.19,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,"tinto"
"4467",12.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,"tinto"
"4468",12.13,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,"tinto"
"4469",8.11,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,"tinto"
"4470",11.41,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,"tinto"
"4471",8.03,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,"tinto"
"4472",5.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,"tinto"
"4473",10.49,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,"tinto"
"4474",9.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,"tinto"
"4475",6.99,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,"tinto"
"4476",10.39,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,"tinto"
"4477",8.62,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5,"tinto"
"4478",9.495,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,"tinto"
"4479",12.8,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,"tinto"
"4480",12.48,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6,"tinto"
"4481",9.085,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,"tinto"
"4482",13.29,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6,"tinto"
"4483",9.115,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,"tinto"
"4484",13.66,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,"tinto"
"4485",8.535,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5,"tinto"
"4486",8.88,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,"tinto"
"4487",8.9,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,"tinto"
"4488",9.81,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,"tinto"
"4489",9.28,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,"tinto"
"4490",10.75,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,"tinto"
"4491",6.66,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,"tinto"
"4492",9.04,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5,"tinto"
"4493",13.58,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5,"tinto"
"4494",8.14,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,"tinto"
"4495",8.59,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5,"tinto"
"4496",9.955,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,"tinto"
"4497",10.2,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,"tinto"
"4498",11.81,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,"tinto"
"4499",11.86,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5,"tinto"
"4500",11.67,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5,"tinto"
"4501",8.84,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,"tinto"
"4502",8.76,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5,"tinto"
"4503",10.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5,"tinto"
"4504",8.41,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,"tinto"
"4505",7.49,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,"tinto"
"4506",9.4,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,"tinto"
"4507",9.24,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,"tinto"
"4508",8.285,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5,"tinto"
"4509",10.68,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,"tinto"
"4510",8.01,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,"tinto"
"4511",11.035,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4,"tinto"
"4512",8.25,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,"tinto"
"4513",9.54,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5,"tinto"
"4514",10.48,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5,"tinto"
"4515",10.385,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,"tinto"
"4516",8.615,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,"tinto"
"4517",9.19,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,"tinto"
"4518",10.44,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,"tinto"
"4519",10.09,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,"tinto"
"4520",8.44,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,"tinto"
"4521",7.97,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,"tinto"
"4522",9.145,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4,"tinto"
"4523",9.18,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,"tinto"
"4524",7.12,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,"tinto"
"4525",11.13,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,"tinto"
"4526",10.68,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,"tinto"
"4527",16.26,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5,"tinto"
"4528",9.73,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,"tinto"
"4529",9.07,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,"tinto"
"4530",10.25,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5,"tinto"
"4531",12.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7,"tinto"
"4532",7.72,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,"tinto"
"4533",7.94,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4,"tinto"
"4534",7.92,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,"tinto"
"4535",7.77,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,"tinto"
"4536",10.38,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6,"tinto"
"4537",12.5,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5,"tinto"
"4538",9.99,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,"tinto"
"4539",8.79,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,"tinto"
"4540",11.64,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,"tinto"
"4541",10.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5,"tinto"
"4542",7.3,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5,"tinto"
"4543",8.93,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,"tinto"
"4544",11.04,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,"tinto"
"4545",11.2,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,"tinto"
"4546",9.71,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,"tinto"
"4547",9.4,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,"tinto"
"4548",9.08,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,"tinto"
"4549",11.06,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5,"tinto"
"4550",13.73,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5,"tinto"
"4551",8.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,"tinto"
"4552",8.96,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,"tinto"
"4553",8.88,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,"tinto"
"4554",10.78,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,"tinto"
"4555",7.75,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,"tinto"
"4556",9.74,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5,"tinto"
"4557",8.36,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5,"tinto"
"4558",8.48,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5,"tinto"
"4559",8.585,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3,"tinto"
"4560",10.12,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,"tinto"
"4561",9.09,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,"tinto"
"4562",9.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5,"tinto"
"4563",9.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5,"tinto"
"4564",5.57,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,"tinto"
